Name,Food Source,Sample Size ,Biological Sample , Analytic Procedure  ,Literature name 
 tetrahydrocortisone , - , - , - , - , PMC5621665d 
 Tetrahydrodaidzein , - , - , - ," GC/MS, HPLC ", ID1406 
 Tetrahydrofolate , choy sum , - , freeze-dried choy sum powder ," LC-MS (triple quadrupole, ESI positive mode) ", ID2270 
 Tetrahydrofolate , - , - , - , - , PMC9369357 
 Tetrahydropteroylmonoglutamic acid , - , - , Blood cells , - , ID4862 
 tetramethylpyrazine ," fruits, vegetables ", - , - , - , PMC6357669 
 Tetramethylscutellarein , - , - , - , - , ID3812 
 Tetramethylscutellarein , - , - , - , - , ID4213 
 Tetramethylscutellarein , Bee pollen , - , - , UHPLC-ESI-QTOF mass spectrometry , ID4294 
 Tetranor prostaglandin D2 metabolite ," Human milk, formula ", - , Urine , - , PMC7400847b 
 Tetronic acids , broccoli , - , Urine , Tandem mass spectrometry , ID5494 
 Tetronic acid derivative , broccoli , - , Urine , Tandem mass spectrometry , ID5494 
 Tetronic acid , Broccoli , - , - , - , ID2103 
 Transferrin Receptor , - , - , - , - , ID5418 
 TG (14:1/16:1/18:4) , - , - , Plasma , - , ID5561 
 TG (16:0/22:6/22:1) , - , - , Plasma , - , ID5561 
 TG (18:2/18:2/20:3) , Salmon , - , Plasma , - , ID5561 
 TG (18:2/18:3/22:6) , Salmon , - , Plasma , - , ID5561 
 TG (18:2/20:/18:2) , Mediterranean-style diet , - , Plasma , - , ID5561 
 TG (18:4/14:1/20:5) , Salmon , - , Plasma , - , ID5561 
 TG (20:5/15:0/20:5) , Salmon , - , Plasma , - , ID5561 
 TG (20/18:0/22:5) ," Mediterranean-style diet, salmon ", - , Plasma , - , ID5561 
 TG (22:5/16:0/22:5) , Salmon , - , Plasma , - , ID5561 
 TG (22:5/18:4/22:5) , Salmon , - , Plasma , - , ID5561 
 TG (22:6/18:0/22:6) , Salmon , - , Plasma , - , ID5561 
 TG (49:1) , Low-fat dairy , - , - , - , PMC10892314 
 TG (52:2) , - , - , - , - , PMC10892314 
" TG 49:2, FA 16:1 ", - , - , serum , - , ID5089 
" TG (TG 50:2, FA 14:1) ", - , - , Serum , - , ID5089 
" TG (TG 50:3, FA 16:1) ", - , - , Serum , - , ID5089 
" TG (TG 51:2,FA 15:0) ", - , - , Serum , - , ID5089 
" TG (TG 51:2,FA 18:1) ", - , - , Serum , - , ID5089 
" TG (TG 52:1,FA 20:1) ", - , n=153 , serum , - , ID5089 
" TG (TG 52:2, FA 20:0) ", - , - , Serum , - , ID5089 
" TG (TG 52:2, FA 20:1) ", - , - , serum , - , ID5089 
" TG 52:3,FA 18:0 ", - , - , Serum , Sciex QTRAP 5500 Lipidyzer platform with SelexION , ID5089 
" TG 52:3,FA 20:1 ", - , - , serum , - , ID5089 
" TG (TG 54:2, FA 18:1) ", - , - , Serum , - , ID5089 
" TG (TG 54:6, FA 22:5) ", - , n = 153 , serum , - , ID5089 
" TG (TG 54:7, FA18:3) ", - , - , serum , - , ID5089 
 TG 15:0/16:0/20:5 , - , - , - , - , ID3763 
 TG 16:0/20:5/20:5 , - , - , - , - , ID3763 
 TG 16:0/20:5/22:6 , - , - , - , - , ID3763 
 TG 16:1/20:5/22:6 , - , - , - , - , ID3763 
 TG 50:2 , - , - , - , - , PMC10462252 
 TG 52:2 , - , - , - , - , PMC10462252 
 TG(16:0_35:2) , - , - , Plasma , - , PMC9182888 
 TG(16:1/16:0/18:1) , - , - , Liver , - , PMC6770930 
 TG(16:1/18:0/18:0) , - , - , Liver , - , PMC6770930 
 TG(18:0/18:1/18:1) , Control diet , - , Liver , - , PMC6770930 
 TG(18:2/20:2/20:2) , - , - , Plasma , - , ID5561 
 TG(20:4_32:0) , - , - , - , - , PMC9182888 
 TG(22:4_34:2) , - , - , - , - , PMC9182888 
 TG(22:6_34:3) , - , - , - , - , PMC9182888 
 TG(49:1) , - , - , - , - , ID596 
 TG(49:1) , formula milk , - , - , - , PMC5272886 
 TG(49:2) , - , - , Plasma , - , ID596 
 TG(51:1) , - , - , - , - , ID596 
 TG(51:2) , - , - , Plasma , - , ID596 
 TG(51:2) , Formula milk , - , - , - , PMC5272886 
 TG(51:3) , Formula milk , - , - , - , PMC5272886 
 TG(51:7) , milk fat , - , - , - , ID596 
 TG(53:2) , Formula milk , - , - , - , PMC5272886 
 TG(53:3) , formula milk , - , - , - , PMC5272886 
 TG(54:8) , - , - , Plasma , - , ID596 
 TGs , - , - , Serum , - , ID5048 
 Triglycerides , - , - ," Serum, Hepatic ", - , PMC4789752b 
 Theabrownins , Tea , - , - , - , ID2022 
" Theaflavin 3,3'-0-digallate ", - , - , - , - , ID3808 
 Theanine , Tea , - , - , - , ID1689 
 Theanine , Tea , - , Serum , - , ID919 
 Theanine , Tea , - , Serum , - , ID958 
 Theanine ," Tea, Mushrooms ", - , Serum/plasma , LC/GC , PMC11317775 
 theanine ," Total tea, Green tea, Black tea ", - , - , - , PMC7600452 
 theanine , - , - ," Plasma, Urine ", - , PMC9343475 
 theobromine , cocoa-derived products , 7 subjects , Plasma ," HPLC, μSPE ", ID4871 
 Theobromine metabolites , Cocoa consumption , - , - , - , PMC6356665 
 Theobromine ," Cocoa, Coffee, Tea ", - , - , - , ID2022 
 Theobromine , - , - , - , - , ID2103 
 Theobromine ," cacao seeds, coffee ", - , - , - , ID2494 
 Theobromine , - , - ," Plasma, Urine ", - , ID2948 
 Theobromine , Chocolate , - , - , - , ID854 
 Theobromine , Chocolate; Cocoa , - , - , - , ID900 
 Theobromine ," Cocoa, Chocolate, Coffee, Black Tea ", - , - , - , ID927 
 Theobromine , Chocolate , - , Serum , - , ID958 
 Theobromine , Chocolate , - , Plasma , - , ID986 
 Theobromine , - , - , - , - , PMC10229427c 
 Theobromine , - , - , Serum , - , PMC10257224 
 theobromine , - , - , - , - , PMC10262995 
 Theobromine , - , - ," Serum, Urine ", - , PMC10262995b 
 Theobromine , Chocolate , - , - , - , PMC10391791 
 Theobromine , Chocolate , - , - , - , PMC10391791b 
 Theobromine , Ethiopian green coffee beans , 99 samples , - , HPLC-DAD , PMC10651463 
 Theobromine , Coffee , - , - , - , PMC11317775 
 Theobromine ," Cocoa, chocolate, UPF ", - , - , - , PMC11600117 
 theobromine , - , - , Urine , - , PMC11600117b 
 theobromine ," chocolate, cocoa ", - , - , - , PMC4927065 
 theobromine , - , - , - , - , PMC5621665d 
 theobromine , chips; chocolate candies , - , - , - , PMC7600452 
 theobromine , Dark Chocolate , - , Urine , - , PMC8072637 
 Theobromine ," Cocoa seed, almond, shell ", - , - , - , PMC8470844 
 Theobromine ," Caffeine, Chocolate ", - , - , - , PMC8708696 
 theophylline-like structure , HP high-fat hypercaloric diet , - , Urine , MS/MS , PMC8066704 
 Theophylline , Rice bran , - , Urine , - , ID1035 
 Theophylline , Caffeinated coffee , - , - , - , ID1186 
 Theophylline ," coffee, chocolate, tea, soft drinks ", - , - , - , ID1213 
 Theophylline , Coffee , - , Serum , - , ID1713 
 Theophylline , Cocoa , - , - , - , ID2022 
 Theophylline , Fermented carrot , - , - , - , ID2311 
 Theophylline , Caffeine , - ," Plasma, Urine ", - , ID2948 
 Theophylline , Coffee , - , Blood , - , ID2963 
 Theophylline ," chocolate, cocoa, coffee, tea ", - , - , - , ID3198 
 Theophylline , Coffee , - , - , - , ID590 
 Theophylline , Coffee , - , - , - , ID927 
 Theophylline , Caffeinated coffee , - , - , - , ID958 
 Theophylline , Caffeine ," 1,182 metabolites ", - , - , PMC10229427c 
 Theophylline , wine , - , plasma ," UPLC-MS/MS, GC-MS ", PMC10673339 
 Theophylline , Coffee , - , - , - , PMC11317775 
 theophylline , - , - , Plasma , - , PMC11600117b 
 Theophylline ," chocolate, cocoa, coffee, tea ", - , - , - , PMC11602792 
 theophylline , - , - , - , - , PMC5621665d 
 Theophylline ," chips/processed potatoes, meat products, savory snacks, high-energy beverages ", - , - , - , PMC6356665 
 theophylline , fruits , - , - , - , PMC6357669 
 Theophylline , Beer , - , - , - , PMC7600452 
 Thiacremonone ," flaxseeds, raspberry, soy milk ", - , - , - , ID1278 
 Thiamin (Vitamin B1) , rice bran , - , - , - , PMC10136752 
 thiamin , - , - ," Urine, Serum ", - , PMC10262995 
 thiamin , - , - , Urine , - , PMC11600117b 
 Thiamin , - , - ," Plasma, Urine ", HPLC with fluorescence detection , PMC4134006 
 thiamin (Vitamin B1) , - , - , - , - , PMC5621665d 
 Thiamine ," Animal-derived food, Plant-derived food, whole eggs (raw) ", - , - , - , ID4861 
 Thiamine , Barley malt , - , - , HPLC/Fl , PMC9629496 
 Thiamine monophosphate , - , - , - , Aminomics , ID3117 
 Thiamine monophosphate , Black beans , - , - , - , PMC9227771 
 Thiamine oxide , Polished rice , - , - , - , PMC10733476 
 Thiamine , - , - , - , - , ID361 
 Thiamine , - ,1460, Plasma , - , ID426 
 Thiamine , - , 100 patients , Serum , HPLC (thiochrome labeling method) , ID4307 
 Thiamine , - , - , Plasma , - , ID4673 
 Thiamine , Polished rice , - , - , - , PMC10733476 
 Thiamine , - , - , - , - , PMC11475530 
 Thiamine , - , - , - , - , PMC11475530b 
 Thiamine , - , - , - , - , PMC7072685 
 Thiamine , - , n=5 , Plasma , Chromatograph , PMC8909040 
 Thiamine , Coix , - , - , - , PMC9598553 
 Thiamin , - , n=6 , Urine (24-h) , HPLC-post labeled fluorescence method , ID3293 
 Thiamin , Supplements , - , - , - , ID904 
 Thiobarbituric acid reactive substance , LP diet , - , Plasma , Methods of Yagi , ID4486 
 Thiocyanate , Cassava flour , - , Urine , Kit D1 , PMC5903613 
 Thioretinaco , - , - , - , - , PMC5635055 
 Thioretinaco ozonide , - , - , - , - , PMC5635055 
 Thioretinaco ozonide oxygen , - , - , - , - , PMC5635055 
 Thioretinamide , - , - , - , - , PMC5635055 
 Thioretinaco ozonide , - , - , - , - , PMC5635055 
 Threitol , - , - , - , - , ID1996 
 Threitol , Fruit , - , Serum (fasting) , - , ID490 
 Threitol , broccoli , - , - , - , ID5494 
 Threitol , Fruit , - , - , - , PMC11317775 
 threitol , - , - , Fecal , - , PMC4455235 
 threitol ," apples, pears ", - , - , - , PMC4927065 
 Threitol ," Fruit, Apple ", - , Urine , - , PMC6134285 
 Threonate , Multivitamins , - , - , - , ID1115 
 Threonate , Leafy green vegetables , - , Serum , - , ID1186 
 Threonate , Green leafy vegetables , - , - , - , ID264 
 Threonate ," Vegetables, Fruit ", - , - , - , ID490 
 Threonate , - , - , - , - , ID537 
 Threonate , Fruit , - , - , - , ID538 
 Threonate ," Total fruits, Dairy, Refined grains, Total vegetables, Red meat ", 17 subjects , - , - , ID540 
 Threonate , - , - , - , - , PMC11634715 
 threonate , - , - , - , - , PMC5621665 
 Threonic acid , - , - , - , - , PMC8176599 
 Threonine , - , - ," Coccygeal plasma, Venous plasma ", - , ID1594 
 Threonine , - , - , - , - , ID1885 
 Threonine ," Fish, Meat ", - ," Plasma, RBCs ", - , ID2325 
 Threonine , - , - , Plasma , - , PMC10818399 
 Threonine , - ,170, - , - , PMC11668895 
 Threonine , Tryptophan-deficient diet , - , Gastrocnemius (mice) , - , PMC7230402 
 Threonine ," Animal protein, Red meat ", 99 participants , - , GC-C-IRMS , PMC9611411 
 threonine-protein kinase (AKT1) , - , - , - , Quantitative Real-Time PCR , PMC10141502 
 Threonine , Casein diet , - , Ileal digesta , - , ID1550 
 Threonine , - , - , Plasma , \( ^1H \) NMR spectroscopy , ID1598 
 Threonine , high-protein meat , - ," DBS, Urine (24-hour) ", - , ID1747 
 Threonine , Honey; Rice; Wine , - , - , - , ID1944 
 Threonine , Crataegus pinnatifida; Fermented buckwheat; Punicalagin , - , - , - , ID2311 
 Threonine , - , - , Whole-body larvae , - , ID2350 
 threonine , - , - , - , \(^1\)H NMR , ID2624 
 Threonine , - , - , - , - , ID3525 
 Threonine , - , - , - , - , ID3777 
 Threonine , - ," 1758 (discovery), 753 (validation) ", - , - , ID426 
 Threonine , - ," 71, 76 ", Plasma , - , ID4320 
 Threonine , - , - , Plasma , - , ID4355 
 Threonine , plant-based fishball analogue with konjac glucomannan (KGM) , - , - , - , ID4364 
 Threonine ," Cerato beans, Curniciello beans, Gallo Matese beans ", - , - , - , ID4743 
 Threonine , DASH diet , - , - , - , ID540 
 Threonine , lacto-ovo vegetarian diet , - , - , - , ID854 
 Threonine , - , - , - , - , ID917 
 Threonine , - , - , - , - , ID94 
 Threonine , UHT-fermented milk (Renuspore®) , - , - , - , PMC10126418 
 Threonine ," Fish meal, black soldier fly larvae meal ",15, Liver (laying hens) , - , PMC10451910 
 Threonine , - , - , - , - , PMC10534092 
 Threonine ," Microgreens of radish cultivars (Asia green 1, Asia green 2, Asia red, Koregon red, Asia purple) ", - , - , - , PMC10536316 
 Threonine , Wine , - ," Urine, Plasma "," H-NMR, GC-MS, LC-MS/MS ", PMC10673339 
 Threonine , - , - , - , - , PMC10733476 
 Threonine , - , - , - , - , PMC11064513 
 Threonine , cherry tomato , - , - , - , PMC11274346 
 Threonine , - , - , Serum , - , PMC11356139 
 Threonine , - , - , - , - , PMC11356420 
 threonine , - , - , - , - , PMC11600117b 
 Threonine , - , - , - , - , PMC11634715 
 Threonine , - , - , Serum , - , PMC11753807 
 threonine , - , - , - , - , PMC4455235 
 N-acetylthreonine , - , - , - , - , PMC4455235 
 homoserine , - , - , - , - , PMC4455235 
 alpha-glutamylthreonine , - , - , - , - , PMC4455235 
 threonine , - , - , Urine , - , PMC5621665d 
 Threonine , - , - , - , - , PMC6262854b 
 Threonine ," Ginger (H. Bentong, H. Bara) ", - ," Leaf, Rhizome ", - , PMC6270952b 
 Threonine , - , - , Plasma , - , PMC6465680 
 Threonine , - , - , - , - , PMC7016031 
 threonine , - , - ," trout plasma, liver, muscle polar extracts "," NMR, MSI ", PMC7143670 
 Threonine , - , - , - , - , PMC7455966 
 Threonine , - , - , - , - , PMC7477278 
 Threonine , - , - , - , - , PMC7569771 
 Threonine , - , - , - , - , PMC7569771b 
 Threonine , - ," 26 (18 CD, 8 UC) ", Urine , MSI-CE-MS , PMC8071482 
 Threonine ," Citrus varieties (e.g., HLB-tolerant and semi-tolerant species) ", - , - , - , PMC8510114 
 Threonine , - ,141, - , - , PMC8902803 
 Threonine , - , - , Fecal , NMR-based metabolomics , PMC9455659 
 Threonine , - , - , - , - , PMC9459903 
 Threonine , - , - , - , - , PMC9926800 
 Threonine , - , - , Plasma , - , PMC9926800b 
 threoninylthreonine , - , - , - , - , PMC10053316 
 threonylarginine , - , - , - , - , PMC4455235 
 threonylisoleucine , - , - , - , - , PMC4455235 
 Threonylleucine , - , - , - , - , PMC4455235 
 threonylmethionine , - , 6 samples per group , Fecal , - , PMC4455235 
 threonylphenylalanine , - , - , Fecal , - , PMC4455235 
 threonylvaline , - , - , - , - , PMC4455235 
 Thrionine , - , - , - , - , PMC6270952 
 Thromboxane B2 , - , - , Plasma , Enzyme-linked immunosorbent assay (ELISA) , ID4262 
 Thromboxane-prostanoid , - , - , - , - , ID1289 
 Threonine , - , - , - , - , ID30 
 Thymidine , - , - , - , NMR spectroscopy , ID3350 
 Thymidine , - , - , Plasma , - , PMC11416632 
 Thymidine , - , - , - , - , PMC8176599 
 Thymidine , - , - , Fecal , - , PMC8176599c 
 thymine , - , - , - , - , PMC5621665d 
 Thymine , - , - , Fecal , LC-MS (pos/neg) , PMC8176599 
 Thymine , - , - , Fecal , NMR spectroscopy , PMC9455659 
 Thymol sulfate , vegetarian diet , - , Plasma , - , ID2948 
 thymol sulfate , - , - , - , - , PMC5621665d 
 Thyroglobulin , iodized salt , 10 participants , Serum , - , ID3771 
 Thyroglobulin , Iodized salt , - , Serum , Human Tg ELISA , PMC8398459 
 Thyroglobulin , - , - , Serum , Blood spot filter-paper assay , ID5454 
 Thyroid-stimulating hormone , - , - , - , - , PMC9526743 
 Thyroid-stimulating hormone , - , - , Serum , Blood spot filter-paper technology , ID5454 
 Thyroxine , - , - , - , - , ID5454 
 Thyroxine , wine , - , plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 Thyroxine , - , - , - , - , PMC7306764b 
 Total Iron-Binding Capacity , - ," Zinc group (n=14), Placebo group (n=15) ", Plasma , - , PMC4224705 
 Tiglic acid , Muscadine grapes , - , - , - , PMC8230005 
 Tigloylgomisin P , - , - , - ," LC–MS, GC–MS ", PMC8465241 
 Tiglyl carnitine , - , - , Urine , - , PMC11600117b 
 Tiglyl carnitine , Animal protein , - , - , - , PMC10257224 
 Tiglyl carnitine , Poultry , - , Serum , - , PMC10940775 
 tiglyl-carnitine , - , - , - , - , PMC5654571 
 Tiglylcarnitine , - , 6 patients , - , - , PMC5621665 
 Tiglylcarnitine , - , - , - , - , PMC5621665d 
 Tiglylglycine , - , - , Urine , - , PMC10608872 
 Tiglylglycine , - , - , - , - , PMC10778572 
 Tigogenin , EVOO (Tunisian and Italian) , - , - ," OPLS-DA, VIP analysis ", ID3232 
 Timnodonic acid , - , - , - , - , PMC10160632 
 Tissue inhibitor of metalloproteinases-2 , - , - , - , - , PMC10242001 
 Titanium dioxide , - , - , Feces , Photometrical determination method , PMC4478484 
 Titin-N fragment , - , - , Urine , - , PMC9326750 
 Titratable acid , - , - , Urine (24hr) , Three phase acid–base titration method , ID5087 
 Titratable acid , 'Hongyang’ kiwifruit , - , - , - , PMC7430263 
 Titratable acids , Apples , - , - , Acid–base neutralization with NaOH , PMC8851858 
 Titratable acid , - , - , - , - , PMC11767324 
 Trimethylamine N-oxide , Fish and seafood , - , - , - , ID518 
 trimethylamine N-oxide ," fish, red meat, New Nordic Diet ", - , - , - , ID927 
 TMAO , fish , - , - , - , PMC10308042 
 TMAO , Marine fish and other seafood , - , Urine , - , PMC6937850b 
 tauro-alpha/beta-muricholic acid , 20% Scenedesmus diet , - , Feces , - , PMC6770930 
 Tocolpherol alpha , - , - ," Plasma (DASH-Sodium trial specimens, control diet only) "," Untargeted West Coast Metabolomics Center LC/QTOF MS, ESI positive, ESI negative ", PMC8708696 
 Tocopherols , - , - , - , - , ID1003 
 Tocopherols , - , - , - , - , ID860 
 Tocopherols , High-quality diet , - , Serum , Isocratic heart-cut 2-dimensional HPLC assay with photodiode array detection , PMC6359995b 
 alpha-Tocopherol , High-quality diet , - , Serum , Isocratic heart-cut 2-dimensional HPLC assay with photodiode array detection , PMC6359995b 
 gamma-Tocopherol , High-quality diet , - , Serum , Isocratic heart-cut 2-dimensional HPLC assay with photodiode array detection , PMC6359995b 
 Tocopherols , EVOO (Italian monocultivars) , - , - , - , PMC6770023 
 alpha-Tocopherol ," EVOO (Leccino, Intosso, Rustica cultivars) ", - , - , - , PMC6770023 
 Tocopherols , - , - , - , - , PMC7306764b 
 Tocopherol , - , - , Plasma , HPLC , ID4 
 Tocopherol , - , - , - , - , PMC10463670c 
 Tocopheryl acetate , - , - , - , GC-MS , PMC8539516 
 Todolactol A ," Flaxseed, Sesame, Sunflower, Poppy, Pumpkin ", - , - , UHPLC-ESI-QTOF-MS , ID3664 
 Toll-like receptor 2B , - , - , Intestinal tissue , Quantitative Real-Time PCR , PMC10141502 
 Toll-like receptor 3 , - , - , - , Quantitative Real-Time PCR , PMC10141502 
 Toll-like receptor 4 , - , - ," Jejunum, Ileum, Ceca ", Quantitative Real-Time PCR , PMC10141502 
 Toll-like receptor adaptor molecule 1 , - , - , - , Quantitative Real-Time PCR , PMC10141502 
 Toluene , Soybean meal yogurt , - , - , GC-MS/MS , ID3789 
 Tonkinelin , Cowpea (Dagbantuya) , - , - , - , PMC8991828 
 Torulene , - , - , - , - , PMC8874683 
 Total 25(OH)D , - , - , - , - , ID4651 
 Total alkylresorcinols , Whole grain wheat and rye , - , Plasma , LC–MS/MS , PMC10325030e 
 Total amino acid , - , - , - , - , PMC9720343 
 Total amino acids , Hi-MP diet , - , Plasma , - , ID38 
 Total amino acids , Radish microgreens , - , - , - , PMC10536316 
 Total antioxidant capacity , Rumen-protected choline and methionine , - , Plasma , FRAP method , PMC4976856 
 Total antioxidant capacity , - , - , BEND cell supernatant , - , PMC6650895 
 Total antioxidant capacity , - , - , Serum ," Colorimetric biochemical kit (TAC Assay Kit, Sigma Aldrich), spectrophotometer at 570nm ", PMC6906803 
 Total antioxidant status , - , - , Serum , DPPH Free Radical Scavenging Assay , PMC11033126 
 Total antioxidant substances (TAS) , Fiber-enriched diet , - , Serum ," Test kit (Randox Laboratories Ltd., Crumlin, United Kingdom) ", ID2149 
 Total bile acids , - , - ," Serum, Liver ", Commercial kits , ID1776 
 Total bilirubin , - , 20 subjects , Serum , Commercial kits , ID3234 
 Total bilirubin , - , - , Serum , - , PMC11397335 
 Total blood cholesterol , - , - , Serum , Enzymatic reaction methods (ILab 350 analyzer) , ID478 
 Total body iron , - , - , - , - , ID4961 
 Total calcium ," dairy products (milk, yogurt, cheese) ", - , Serum , - , PMC8793029 
 Total carbohydrate , - , - , - , - , PMC6270952 
 Total carbohydrate , ginger , - ," leaf, rhizome "," Ethanol extraction, centrifugation, anthrone solution, spectrophotometry (625 nm) ", PMC6270952b 
 Total carotene , - , - , - , - , PMC9268621 
 Total carotenoids , Total fruit intake , 63/259 cases/controls (Q1-Q4) , Plasma ," HPLC (isocratic solvent: 73% acetonitrile, 12% tetrahydrofuran, 8% methanol, 7% water, 0.025% ammonium acetate, 0.05% diethylamine) ", ID102 
 Total carotenoids , fruits and vegetables , - , Serum , - , ID1082 
